"native","family","genus","familyId","genusId","physiognomy","synonymGC","commonName","nameDNR","speciesId"
"N","Poaceae","Elymus",14,177,"G","Elymus virginicus","Virginia wild rye","Elymus virginicus var. virginicus",1862
"N","Poaceae","Elymus",14,177,"G","Elymus wiegandii","Weigand's wild rye","Elymus wiegandii",1863
"N","Poaceae","Elymus",14,177,"G","Elymus hystrix","bottlebrush grass","Elymus hystrix",1864
"N","Ericaceae","Empetrum",22,2022,"B","Empetrum rubrum var. atropurpureum","purple crowberry","Empetrum atropurpureum",1865
"N","Ericaceae","Empetrum",22,2022,"B","Empetrum nigrum var. hermaphroditum","black crowberry","Empetrum nigrum",1866
"N","Ranunculaceae","Enemion",7,818,"H","Isopyrum biternatum","false rue anemone","Enemion biternatum",1867
"N","Ericaceae","Epigaea",22,597,"B","Epigaea repens","trailing arbutus","Epigaea repens",1868
"N","Onagraceae","Epilobium",39,173,"H","Epilobium ciliatum var. ciliatum","American willow herb","Epilobium ciliatum subsp. ciliatum",1869
"N","Onagraceae","Epilobium",39,173,"H","Epilobium glandulosum","northern willow herb","Epilobium ciliatum subsp. glandulosum",1870
"N","Onagraceae","Epilobium",39,173,"H","Epilobium coloratum","purple-leaved willow herb","Epilobium coloratum",1871
"N","Onagraceae","Epilobium",39,173,"H","Epilobium ciliatum s.s.","American willow herb","Epilobium ciliatum",1872
"N","Onagraceae","Epilobium",39,173,"H","Epilobium leptophyllum","linear-leaved willow herb","Epilobium leptophyllum",1873
"N","Onagraceae","Epilobium",39,173,"H","Epilobium palustre","marsh willow herb","Epilobium palustre",1874
"N","Onagraceae","Epilobium",39,173,"H","Epilobium xwisconsinense","Wisconsin willow herb","Epilobium xwisconsinense",1875
"N","Onagraceae","Epilobium",39,173,"H","Epilobium strictum","downy willow herb","Epilobium densum",1876
"I","Orchidaceae","Epipactis",23,369,"H","Epipactis helleborine","broad-leaved helleborine","Epipactis helleborine",1877
"N","Equisetaceae","Equisetum",72,174,"H","Equisetum arvense","field horsetail","Equisetum arvense",1878
"N","Equisetaceae","Equisetum",72,174,"H","Equisetum fluviatile","water horsetail","Equisetum fluviatile",1879
"N","Equisetaceae","Equisetum",72,174,"H","Equisetum laevigatum","smooth scouring rush","Equisetum laevigatum",1880
"N","Equisetaceae","Equisetum",72,174,"H","Equisetum hyemale var. affine","common scouring rush","Equisetum praealtum",1881
"N","Equisetaceae","Equisetum",72,174,"H","Equisetum pratense","meadow horsetail","Equisetum pratense",1882
"N","Equisetaceae","Equisetum",72,174,"H","Equisetum scirpoides","dwarf scouring rush","Equisetum scirpoides",1883
"N","Equisetaceae","Equisetum",72,174,"H","Equisetum sylvaticum","woodland horsetail","Equisetum sylvaticum",1884
"N","Equisetaceae","Equisetum",72,174,"H","Equisetum variegatum","variegated scouring rush","Equisetum variegatum subsp. variegatum",1885
"N","Equisetaceae","Equisetum",72,174,"H","Equisetum xferrissii","Ferriss' scouring rush","Equisetum xferrissii",1886
"N","Equisetaceae","Equisetum",72,174,"H","Equisetum xtrachyodon","Mack's horsetail","Equisetum xjesupii",1887
"N","Equisetaceae","Equisetum",72,174,"H","Equisetum xlitorale","shallow-water horsetail","Equisetum xlitorale",1888
"N","Equisetaceae","Equisetum",72,174,"H","","","Equisetum xmildeanum",1889
"N","Equisetaceae","Equisetum",72,174,"H","Equisetum xnelsonii","Nelson's scouring rush","Equisetum xnelsonii",1890
"N","Equisetaceae","Equisetum",72,174,"H","Equisetum palustre","marsh horsetail","Equisetum palustre",1891
"I","Poaceae","Eragrostis",14,256,"G","Eragrostis cilianensis","stink grass","Eragrostis cilianensis",1892
"N","Poaceae","Eragrostis",14,256,"G","Eragrostis frankii","Frank's lovegrass","Eragrostis frankii",1893
"I","Poaceae","Eragrostis",14,256,"G","Eragrostis minor","little lovegrass","Eragrostis minor",1894
"N","Poaceae","Eragrostis",14,256,"G","Eragrostis pectinacea","tufted lovegrass","Eragrostis pectinacea var. pectinacea",1895
"I","Poaceae","Eragrostis",14,256,"G","Eragrostis pilosa","Indian lovegrass","Eragrostis pilosa",1896
"I","Poaceae","Eragrostis",14,256,"G","Eragrostis pilosa var. perplexa","Indian lovegrass","Eragrostis pilosa var. perplexa",1897
"I","Poaceae","Eragrostis",14,256,"G","Eragrostis pilosa var. pilosa","Indian lovegrass","Eragrostis pilosa var. pilosa",1898
"N","Poaceae","Eragrostis",14,256,"G","Eragrostis spectabilis","purple lovegrass","Eragrostis spectabilis",1899
"N","Poaceae","Eragrostis",14,256,"G","Eragrostis trichodes","sand lovegrass","Eragrostis trichodes",1900
"N","Poaceae","Eragrostis",14,256,"G","Eragrostis hypnoides","creeping lovegrass","Eragrostis hypnoides",1901
"N","Asteraceae","Erechtites",5,295,"H","Erechtites hieraciifolia var. hieraciifolia","pilewort","Erechtites hieraciifolius var. hieraciifolius",1902
"N","Asteraceae","Erigeron",5,5,"H","Erigeron annuus","annual fleabane","Erigeron annuus",1903
"N","Asteraceae","Erigeron",5,5,"H","Erigeron glabellus var. pubescens","smooth fleabane","Erigeron glabellus var. pubescens",1904
"N","Asteraceae","Erigeron",5,5,"H","","short ray fleabane","Erigeron lonchophyllus",1905
"N","Asteraceae","Erigeron",5,5,"H","Erigeron acris var. kamtschaticus","bitter fleabane","Erigeron acris var. kamtschaticus",1906
"N","Asteraceae","Erigeron",5,5,"H","Erigeron pulchellus","poor robin's fleabane","Erigeron pulchellus",1907
"N","Asteraceae","Erigeron",5,5,"H","Erigeron pulchellus var. pulchellus","poor robin's fleabane","Erigeron pulchellus var. pulchellus",1908
"N","Asteraceae","Erigeron",5,5,"H","Erigeron pulchellus var. tolsteadii","Tolstead's Erigeron","Erigeron pulchellus var. tolsteadii",1909
"N","Asteraceae","Erigeron",5,5,"H","Erigeron strigosus","daisy fleabane","Erigeron strigosus",1910
"N","Asteraceae","Erigeron",5,5,"H","Erigeron strigosus var. septentrionalis","daisy fleabane","Erigeron strigosus var. septentrionalis",1911
"N","Asteraceae","Erigeron",5,5,"H","Erigeron strigosus var. beyrichii, Erigeron strigosus var. strigosus","daisy fleabane","Erigeron strigosus var. strigosus",1912
"N","Asteraceae","Erigeron",5,5,"H","Erigeron philadelphicus","Philadelphia fleabane","Erigeron philadelphicus var. philadelphicus",1913
"N","Eriocaulaceae","Eriocaulon",602,2023,"H,S","Eriocaulon aquaticum","pipewort","Eriocaulon aquaticum",1914
"I","Poaceae","Eriochloa",14,381,"G","Eriochloa villosa","hairy cupgrass","Eriochloa villosa",1915
"N","Cyperaceae","Eriophorum",36,176,"G","Eriophorum polystachion","tall cottongrass","Eriophorum angustifolium subsp. angustifolium",1916
"N","Cyperaceae","Eriophorum",36,176,"G","Eriophorum gracile","slender cottongrass","Eriophorum gracile",1917
"N","Cyperaceae","Eriophorum",36,176,"G","Eriophorum chamissonis","Chamisso's cottongrass","Eriophorum russeolum subsp. leiocarpum",1918
"N","Cyperaceae","Eriophorum",36,176,"G","Eriophorum vaginatum var. spissum","tussock cottongrass","Eriophorum vaginatum",1919
"N","Cyperaceae","Eriophorum",36,176,"G","Eriophorum virginicum","tawny cottongrass","Eriophorum virginicum",1920
"N","Cyperaceae","Eriophorum",36,176,"G","Eriophorum viridicarinatum","green-keeled cottongrass","Eriophorum viridicarinatum",1921
"N","Cyperaceae","Eriophorum",36,176,"G","Eriophorum tenellum","delicate cottongrass","Eriophorum tenellum",1922
"I","Geraniaceae","Erodium",76,821,"H","Erodium cicutarium","redstem filaree","Erodium cicutarium",1923
"I","Brassicaceae","Erucastrum",18,823,"H","Erucastrum gallicum","dog mustard","Erucastrum gallicum",1924
"N","Apiaceae","Eryngium",9,356,"H","Eryngium yuccifolium","rattlesnake master","Eryngium yuccifolium var. yuccifolium",1925
"N","Brassicaceae","Erysimum",18,824,"H","Erysimum asperum","western wallflower","Erysimum asperum",1926
"I","Brassicaceae","Erysimum",18,824,"H","Erysimum cheiranthoides","wormseed mustard","Erysimum cheiranthoides",1927
"N","Brassicaceae","Erysimum",18,824,"H","Erysimum inconspicuum","small-flowered wallflower","Erysimum inconspicuum",1928
"N","Scrophulariaceae","Erythranthe",11,1113,"H","Mimulus glabratus, Mimulus glabratus var. fremontii","yellow monkey flower","Erythranthe geyeri",1929
"N","Liliaceae","Erythronium",16,175,"H","Erythronium albidum","white trout lily","Erythronium albidum",1930
"N","Liliaceae","Erythronium",16,175,"H","","trout lily","Erythronium albidum x propullans",1931
"N","Liliaceae","Erythronium",16,175,"H","Erythronium propullans","dwarf trout lily","Erythronium propullans",1932
"N","Liliaceae","Erythronium",16,175,"H","Erythronium americanum","yellow trout lily","Erythronium americanum subsp. americanum",1933
"I","Celastraceae","Euonymus",45,280,"D","Euonymus alatus","winged burning bush","Euonymus alatus",1934
"N","Celastraceae","Euonymus",45,280,"D","Euonymus atropurpureus","wahoo","Euonymus atropurpureus",1935
"N","Asteraceae","Eupatorium",5,310,"H","Eupatorium perfoliatum","common boneset","Eupatorium perfoliatum",1936
"N","Asteraceae","Eupatorium",5,310,"H","Eupatorium sessilifolium","upland boneset","Eupatorium sessilifolium",1937
"N","Asteraceae","Eupatorium",5,310,"H","Eupatorium altissimum","tall boneset","Eupatorium altissimum",1938
"N","Euphorbiaceae","Euphorbia",3,139,"H","Euphorbia corollata, Euphorbia corollata var. corollata","eastern flowering spurge","Euphorbia corollata",1939
"N","Euphorbiaceae","Euphorbia",3,139,"H","Euphorbia cyathophora","fire-on-the-mountain","Euphorbia cyathophora",1940
"I","Euphorbiaceae","Euphorbia",3,139,"H","","David's spurge","Euphorbia davidii",1941
"N","Euphorbiaceae","Euphorbia",3,139,"H","Euphorbia dentata","toothed spurge","Euphorbia dentata",1942
"N","Euphorbiaceae","Euphorbia",3,139,"H","","Geyer's sandmat","Euphorbia geyeri var. geyeri",1943
"I","Euphorbiaceae","Euphorbia",3,139,"H","Euphorbia cyparissias","cypress spurge","Euphorbia cyparissias",1944
"N","Euphorbiaceae","Euphorbia",3,139,"H","Euphorbia hexagona","six-angled spurge","Euphorbia hexagona",1945
"N","Euphorbiaceae","Euphorbia",3,139,"H","Euphorbia maculata","prostrate hairy spurge","Euphorbia maculata",1946
"N","Euphorbiaceae","Euphorbia",3,139,"H","Euphorbia marginata","snow-on-the-mountain","Euphorbia marginata",1947
"N","Euphorbiaceae","Euphorbia",3,139,"H","Euphorbia glyptosperma","ribseed sandmat","Euphorbia glyptosperma",1948
"N","Euphorbiaceae","Euphorbia",3,139,"H","Euphorbia nutans","nodding spurge","Euphorbia nutans",1949
"N","Euphorbiaceae","Euphorbia",3,139,"H","Euphorbia serpyllifolia","thyme-leaved spurge","Euphorbia serpillifolia subsp. serpillifolia",1950
"N","Euphorbiaceae","Euphorbia",3,139,"H","Euphorbia spathulata","warty spurge","Euphorbia spathulata",1951
"I","Euphorbiaceae","Euphorbia",3,139,"H","Euphorbia esula","leafy spurge","Euphorbia virgata",1952
"N","Euphorbiaceae","Euphorbia",3,139,"H","Euphorbia missurica, Euphorbia missurica var. intermedia","Missouri spurge","Euphorbia missurica",1953
"N","Scrophulariaceae","Euphrasia",11,827,"H","Euphrasia hudsoniana","Hudson Bay eyebright","Euphrasia hudsoniana",1954
"I","Scrophulariaceae","Euphrasia",11,827,"H","Euphrasia officinalis","tartary eyebright","Euphrasia nemorosa",1955
"I","Scrophulariaceae","Euphrasia",11,827,"H","","drug eyebright","Euphrasia stricta var. stricta",1956
"N","Scrophulariaceae","Euphrasia",11,827,"H","Euphrasia hudsoniana var. ramosior","Hudson Bay eyebright","Euphrasia hudsoniana var. ramosior",1957
"N","Asteraceae","Eurybia",5,311,"H","Aster macrophyllus","large-leaved aster","Eurybia macrophylla",1958
"N","Asteraceae","Euthamia",5,140,"H","Euthamia gymnospermoides","Great Plains goldentop","Euthamia gymnospermoides",1959
"N","Asteraceae","Euthamia",5,140,"H","Euthamia graminifolia, Euthamia graminifolia var. graminifolia, Euthamia graminifolia var. major","grass-leaved goldenrod","Euthamia graminifolia",1960
"N","Asteraceae","Eutrochium",5,23,"H","Eupatorium maculatum","spotted Joe pye weed","Eutrochium maculatum",1961
"N","Asteraceae","Eutrochium",5,23,"H","Eupatorium maculatum subsp. bruneri","spotted Joe pye weed","Eutrochium maculatum var. bruneri",1962
"N","Asteraceae","Eutrochium",5,23,"H","Eupatorium maculatum var. maculatum","spotted Joe pye weed","Eutrochium maculatum var. maculatum",1963
"N","Asteraceae","Eutrochium",5,23,"H","Eupatorium purpureum var. holzingeri","sweet-scented Joe pye weed","Eutrochium purpureum var. holzingeri",1964
"N","Asteraceae","Eutrochium",5,23,"H","Eupatorium maculatum var. foliosum","spotted Joe pye weed","Eutrochium maculatum var. foliosum",1965
"I","Polygonaceae","Fagopyrum",116,829,"H","Fagopyrum esculentum","buckwheat","Fagopyrum esculentum",1966
"N","Polygonaceae","Fallopia",116,2024,"H","Polygonum cilinode","fringed black-bindweed","Fallopia cilinodis",1967
"I","Polygonaceae","Fallopia",116,2024,"H","Polygonum cuspidatum","Japanese knotweed","Fallopia japonica var. japonica",1968
"N","Polygonaceae","Fallopia",116,2024,"H","Polygonum scandens var. scandens","false buckwheat","Fallopia scandens",1969
"I","Polygonaceae","Fallopia",116,2024,"H","","bohemian knotweed","Fallopia xbohemica",1970
"I","Polygonaceae","Fallopia",116,2024,"H","Polygonum convolvulus","black-bindweed","Fallopia convolvulus",1971
"I","Poaceae","Festuca",14,56,"G","Festuca rubra","chewing fescue","Festuca rubra subsp. fallax",1972
"I","Poaceae","Festuca",14,56,"G","Festuca rubra","red fescue","Festuca rubra subsp. rubra",1973
"N","Poaceae","Festuca",14,56,"G","Festuca brachyphylla var. rydbergii, Festuca ovina","mountain fescue","Festuca saximontana var. saximontana",1974
"I","Poaceae","Festuca",14,56,"G","Festuca rubra","red fescue","Festuca rubra",1975
"I","Poaceae","Festuca",14,56,"G","Festuca trachyphylla","long-leaved fescue","Festuca trachyphylla",1976
"N","Poaceae","Festuca",14,56,"G","Festuca subverticillata","nodding fescue","Festuca subverticillata",1977
"I","Rosaceae","Filipendula",13,610,"H","Filipendula ulmaria, Filipendula ulmaria var. denudata, Filipendula ulmaria var. ulmaria","queen-of-the-meadow","Filipendula ulmaria",1978
"N","Cyperaceae","Fimbristylis",36,141,"G","Fimbristylis autumnalis","autumn fimbry","Fimbristylis autumnalis",1979
"N","Cyperaceae","Fimbristylis",36,141,"G","Fimbristylis puberula var. interior","hairy fimbry","Fimbristylis puberula var. interior",1980
"N","Limnanthaceae","Floerkea",74,142,"H","Floerkea proserpinacoides","false mermaid","Floerkea proserpinacoides",1981
"N","Rosaceae","Fragaria",13,143,"H","Fragaria vesca var. americana","wood strawberry","Fragaria vesca subsp. americana",1982
"N","Rosaceae","Fragaria",13,143,"H","Fragaria virginiana","common strawberry","Fragaria virginiana",1983
"N","Rosaceae","Fragaria",13,143,"H","","common strawberry","Fragaria virginiana subsp. glauca",1984
"N","Rosaceae","Fragaria",13,143,"H","","common strawberry","Fragaria virginiana subsp. virginiana",1985
"I","Rhamnaceae","Frangula",44,197,"D","Rhamnus frangula","glossy buckthorn","Frangula alnus",1986
"N","Oleaceae","Fraxinus",75,65,"D","Fraxinus americana","white ash","Fraxinus americana",1987
"N","Oleaceae","Fraxinus",75,65,"D","Fraxinus nigra","black ash","Fraxinus nigra",1988
"N","Oleaceae","Fraxinus",75,65,"D","Fraxinus pennsylvanica","green ash","Fraxinus pennsylvanica",1989
"N","Amaranthaceae","Froelichia",20,543,"H","Froelichia floridana var. campestris","prairie cottonweed","Froelichia floridana",1990
"I","Asteraceae","Gaillardia",5,837,"H","Gaillardia pulchella","rose-ring gaillardia","Gaillardia pulchella",1991
"N","Asteraceae","Gaillardia",5,837,"H","Gaillardia aristata","blanketflower","Gaillardia aristata",1992
"N","Orchidaceae","Galearis",23,634,"H","Orchis spectabilis","showy orchis","Galearis spectabilis",1993
"I","Lamiaceae","Galeopsis",12,839,"H","Galeopsis tetrahit","hemp nettle","Galeopsis tetrahit",1994
"I","Lamiaceae","Galeopsis",12,839,"H","Galeopsis tetrahit var. tetrahit","hemp nettle","Galeopsis tetrahit var. tetrahit",1995
"I","Lamiaceae","Galeopsis",12,839,"H","Galeopsis tetrahit var. bifida","hemp nettle","Galeopsis tetrahit var. bifida",1996
"I","Asteraceae","Galinsoga",5,840,"H","Galinsoga parviflora","small-flowered galinsoga","Galinsoga parviflora var. parviflora",1997
"I","Asteraceae","Galinsoga",5,840,"H","Galinsoga quadriradiata","hairy galinsoga","Galinsoga quadriradiata",1998
"N","Rubiaceae","Galium",47,144,"H","Galium asprellum","rough bedstraw","Galium asprellum",1999
"N","Rubiaceae","Galium",47,144,"H","Galium boreale","northern bedstraw","Galium boreale",2000
"N","Rubiaceae","Galium",47,144,"H","Galium circaezans var. hypomalacum","licorice bedstraw","Galium circaezans var. hypomalacum",2001
"N","Rubiaceae","Galium",47,144,"H","Galium aparine","cleavers","Galium aparine",2002
"N","Rubiaceae","Galium",47,144,"H","Galium labradoricum","labrador bedstraw","Galium labradoricum",2003
"I","Rubiaceae","Galium",47,144,"H","Galium mollugo","false baby's breath","Galium mollugo",2004
"N","Rubiaceae","Galium",47,144,"H","Galium obtusum var. obtusum","obtuse bedstraw","Galium obtusum var. obtusum",2005
"N","Rubiaceae","Galium",47,144,"H","Galium palustre","marsh bedstraw","Galium palustre",2006
"N","Rubiaceae","Galium",47,144,"H","Galium tinctorium var. tinctorium","small bedstraw","Galium tinctorium var. tinctorium",2007
"N","Rubiaceae","Galium",47,144,"H","Galium trifidum var. trifidum","three-cleft bedstraw","Galium trifidum var. trifidum",2008
"N","Rubiaceae","Galium",47,144,"H","Galium triflorum var. triflorum","sweet-scented bedstraw","Galium triflorum var. triflorum",2009
"I","Rubiaceae","Galium",47,144,"H","Galium verum","yellow bedstraw","Galium verum",2010
"N","Rubiaceae","Galium",47,144,"H","Galium concinnum","shining bedstraw","Galium concinnum",2011
"N","Ericaceae","Gaultheria",22,542,"B","Gaultheria procumbens","wintergreen","Gaultheria procumbens",2012
"N","Ericaceae","Gaultheria",22,542,"B","Gaultheria hispidula","creeping snowberry","Gaultheria hispidula",2013
"N","Ericaceae","Gaylussacia",22,589,"D","Gaylussacia baccata","black huckleberry","Gaylussacia baccata",2014
"N","Gentianaceae","Gentiana",33,312,"H","","pleated gentian","Gentiana affinis var. affinis",2015
"N","Gentianaceae","Gentiana",33,312,"H","Gentiana andrewsii var. andrewsii","bottle gentian","Gentiana andrewsii var. andrewsii",2016
"N","Gentianaceae","Gentiana",33,312,"H","Gentiana andrewsii var. dakotica","bottle gentian","Gentiana andrewsii var. dakotica",2017
"N","Gentianaceae","Gentiana",33,312,"H","Gentiana flavida","yellowish gentian","Gentiana flavida",2018
