"native","physiognomy","nameDNR","commonName","emergingTaxonomy","synonymGC","genus"
"N","H","Calystegia macounii","Macoun's false bindweed","","","Calystegia"
"N","H","Calystegia sepium","hedge bindweed","","Calystegia sepium","Calystegia"
"N","H","Calystegia sepium subsp. angulata","hedge bindweed","","","Calystegia"
"N","H","Calystegia sepium subsp. appalachiana","Appalachia false bindweed","","","Calystegia"
"N","H","Calystegia spithamaea","upright bindweed","","Calystegia spithamaea","Calystegia"
"N","H","Calystegia spithamaea subsp. spithamaea","upright bindweed","","","Calystegia"
"N","H","Calystegia spithamaea subsp. stans","upright bindweed","","","Calystegia"
"I","H","Camelina alyssum","European false flax","","Camelina alyssum","Camelina"
"I","H","Camelina microcarpa","small-seeded false flax","","Camelina microcarpa","Camelina"
"I","H","Camelina sativa","large-seeded false flax","","Camelina sativa","Camelina"
"N","H","Campanula americana","tall bellflower","","Campanula americana","Campanula"
"N","H","Campanula aparinoides","marsh bellflower","","Campanula aparinoides","Campanula"
"N","H","Campanula aparinoides var. aparinoides","marsh bellflower","","Campanula aparinoides var. aparinoides","Campanula"
"N","H","Campanula aparinoides var. grandiflora","marsh bellflower","","Campanula aparinoides var. grandiflora","Campanula"
"I","H","Campanula cervicaria","bristly bluebells","","Campanula cervicaria","Campanula"
"I","H","Campanula rapunculoides","European bellflower","","Campanula rapunculoides","Campanula"
"N","H","Campanula rotundifolia","harebell","","Campanula rotundifolia","Campanula"
"N","H","Canadanthus modestus","modest aster","","Aster modestus","Canadanthus"
"I","H","Cannabis sativa","marijuana","","Cannabis sativa","Cannabis"
"I","H","Capsella bursa-pastoris","shepherd's-purse","","Capsella bursa-pastoris","Capsella"
"I","D","Caragana arborescens","Siberian peashrub","","Caragana arborescens","Caragana"
"N","H","Cardamine bulbosa","spring cress","","Cardamine rhomboidea","Cardamine"
"N","H","Cardamine concatenata","cut-leaved toothwort","","Cardamine concatenata","Cardamine"
"N","H","Cardamine douglassii","","","","Cardamine"
"I","H","Cardamine impatiens","narrowleaf bittercress","","Cardamine impatiens","Cardamine"
"N","H","Cardamine parviflora","small-flowered bitter cress","","Cardamine parviflora var. arenicola","Cardamine"
"N","H","Cardamine pensylvanica","Pensylvania bitter cress","","Cardamine pensylvanica","Cardamine"
"N","H","Cardamine pratensis","cuckoo flower","Cardamine dentata","Cardamine pratensis, Cardamine pratensis var. palustris","Cardamine"
"I","H","Cardamine pratensis","cuckoo flower","Cardamine pratensis","Cardamine pratensis var. pratensis","Cardamine"
"I","H","Carduus acanthoides subsp. acanthoides","plumeless thistle","","","Carduus"
"I","H","Carduus nutans","nodding thistle","","Carduus nutans","Carduus"
"N","G","Carex adusta","browned sedge","","Carex adusta","Carex"
"N","G","Carex albursina","white bear sedge","","Carex albursina","Carex"
"N","G","Carex alopecoidea","foxtail sedge","","Carex alopecoidea","Carex"
"N","G","Carex annectens","yellow-fruit sedge","","Carex vulpinoidea var. ambigua","Carex"
"N","G","Carex aquatilis","aquatic sedge","","Carex aquatilis","Carex"
"N","G","Carex aquatilis var. aquatilis","aquatic sedge","","Carex aquatilis var. aquatilis","Carex"
"N","G","Carex aquatilis var. substricta","aquatic sedge","","Carex aquatilis var. substricta","Carex"
"N","G","Carex arcta","northern clustered sedge","","Carex arcta","Carex"
"N","G","Carex arctata","drooping wood sedge","","Carex arctata","Carex"
"N","G","Carex assiniboinensis","assiniboine sedge","","Carex assiniboinensis","Carex"
"N","G","Carex atherodes","slough sedge","","Carex atherodes","Carex"
"N","G","Carex aurea","golden-fruited sedge","","Carex aurea","Carex"
"N","G","Carex backii","Back's sedge","","Carex backii s.l.","Carex"
"N","G","Carex bebbii","Bebb's sedge","","Carex bebbii","Carex"
"N","G","Carex bicknellii","Bicknell's sedge","","Carex bicknellii","Carex"
"N","G","Carex blanda","charming sedge","","Carex blanda","Carex"
"N","G","Carex brevior","plains oval sedge","","Carex brevior s.l.","Carex"
"N","G","Carex bromoides subsp. bromoides","brome-like sedge","","","Carex"
"N","G","Carex brunnescens","brownish sedge","","Carex brunnescens","Carex"
"N","G","Carex brunnescens subsp. brunnescens","brownish sedge","","Carex brunnescens","Carex"
"N","G","Carex brunnescens subsp. sphaerostachya","brownish sedge","","Carex brunnescens","Carex"
"N","G","Carex buxbaumii","Buxbaum's sedge","","Carex buxbaumii","Carex"
"N","G","Carex canescens","silvery sedge","","Carex canescens","Carex"
"N","G","Carex canescens subsp. canescens","silvery sedge","","Carex canescens","Carex"
"N","G","Carex canescens subsp. disjuncta","silvery sedge","","Carex canescens","Carex"
"N","G","Carex capillaris","hair-like sedge","","Carex capillaris","Carex"
"N","G","Carex careyana","Carey's sedge","","Carex careyana","Carex"
"N","G","Carex castanea","chestnut-colored sedge","","Carex castanea","Carex"
"N","G","Carex cephaloidea","cluster bracted sedge","","Carex sparganioides var. cephaloidea","Carex"
"N","G","Carex cephalophora","oval-headed sedge","","Carex cephalophora","Carex"
"N","G","Carex chordorrhiza","creeping sedge","","Carex chordorrhiza","Carex"
"N","G","Carex communis var. communis","colonial sedge","","","Carex"
"N","G","Carex comosa","bristly sedge","","Carex comosa","Carex"
"N","G","Carex conjuncta","jointed sedge","","Carex conjuncta","Carex"
"N","G","Carex conoidea","field sedge","Carex katahdinensis","Carex conoidea s.l.","Carex"
"N","G","Carex crawei","Crawe's sedge","","Carex crawei","Carex"
"N","G","Carex crawfordii","Crawford's sedge","","Carex crawfordii","Carex"
"N","G","Carex crinita var. crinita","fringe sedge","","","Carex"
"N","G","Carex cristatella","crested sedge","","Carex cristatella","Carex"
"N","G","Carex crus-corvi","raven's foot sedge","","Carex crus-corvi","Carex"
"N","G","Carex cryptolepis","cryptic sedge","","Carex cryptolepis","Carex"
"N","G","Carex davisii","Davis' sedge","","Carex davisii","Carex"
"N","G","Carex debilis var. rudgei","weak sedge","","Carex debilis var. rudgei","Carex"
"N","G","Carex deflexa var. deflexa","northern sedge","","","Carex"
"N","G","Carex deweyana var. deweyana","Dewey's sedge","","","Carex"
"N","G","Carex diandra","lesser panicled sedge","","Carex diandra","Carex"
"N","G","Carex disperma","soft-leaved sedge","","Carex disperma","Carex"
"N","G","Carex duriuscula","spike rush sedge","","Carex stenophylla","Carex"
"N","G","Carex eburnea","ivory sedge","","Carex eburnea","Carex"
"N","G","Carex echinata subsp. echinata","slender sedge","","Carex echinata subsp. echinata","Carex"
"N","G","Carex echinodes","marsh straw sedge","","Carex tenera var. echinodes","Carex"
"N","G","Carex emoryi","Emory's sedge","","Carex emoryi","Carex"
"N","G","Carex exilis","coastal sedge","","Carex exilis","Carex"
"N","G","Carex filifolia var. filifolia","thread-leaved sedge","","","Carex"
"N","G","Carex flava","yellow sedge","","Carex flava","Carex"
"N","G","Carex foenea","hay sedge","","Carex foenea","Carex"
"N","G","Carex formosa","handsome sedge","","Carex formosa","Carex"
"N","G","Carex garberi","Garber's sedge","","Carex garberi","Carex"
"N","G","Carex gracillima","graceful sedge","","Carex gracillima","Carex"
"N","G","Carex granularis","granular sedge","","Carex granularis","Carex"
"N","G","Carex gravida","heavy sedge","","Carex gravida","Carex"
"N","G","Carex grayi","Gray's sedge","","Carex grayi","Carex"
"N","G","Carex grisea","ambiguous sedge","","Carex amphibola","Carex"
"N","G","Carex gynandra","nodding sedge","","Carex gynandra","Carex"
"N","G","Carex gynocrates","feminine sedge","","Carex dioica var. gynocrates","Carex"
"N","G","Carex hallii","Hall's sedge","","Carex hallii s.s., Carex parryana","Carex"
"N","G","Carex haydenii","Hayden's sedge","","Carex haydenii","Carex"
"N","G","Carex hirtifolia","hairy-leaved sedge","","Carex hirtifolia","Carex"
"N","G","Carex hitchcockiana","Hitchcock's sedge","","Carex hitchcockiana","Carex"
"N","G","Carex hookerana","Hooker's sedge","","","Carex"
"N","G","Carex houghtoniana","Houghton's sedge","","Carex houghtoniana","Carex"
"N","G","Carex hystericina","porcupine sedge","","Carex hystericina","Carex"
"N","G","Carex inops subsp. heliophila","sun-loving sedge","","","Carex"
"N","G","Carex interior","interior sedge","","Carex interior","Carex"
"N","G","Carex intumescens","bladder sedge","","Carex intumescens","Carex"
"N","G","Carex jamesii","James' sedge","","Carex jamesii","Carex"
"N","G","Carex lacustris","lake sedge","","Carex lacustris","Carex"
"N","G","Carex laeviconica","smooth-cone sedge","","Carex laeviconica","Carex"
"N","G","Carex laevivaginata","smooth-sheathed sedge","","Carex laevivaginata","Carex"
"N","G","Carex lasiocarpa","fen  wiregrass sedge","","Carex lasiocarpa var. americana","Carex"
"N","G","Carex laxiculmis var. copulata","spreading sedge","","Carex laxiculmis","Carex"
"N","G","Carex lenticularis var. lenticularis","lenticular sedge","","Carex lenticularis","Carex"
"N","G","Carex leptalea","bristle-stalked sedge","","Carex leptalea","Carex"
"N","G","Carex leptonervia","fine-nerved sedge","","Carex leptonervia","Carex"
"N","G","Carex limosa","candle-lantern sedge","","Carex limosa","Carex"
"N","G","Carex livida","lead-colored sedge","","Carex livida","Carex"
"N","G","Carex lucorum var. lucorum","Blue Ridge sedge","","Carex lucorum","Carex"
"N","G","Carex lupulina","hop umbrella sedge","","Carex lupulina","Carex"
"N","G","Carex lurida","sallow sedge","","Carex lurida","Carex"
"N","G","Carex magellanica subsp. irrigua","poor sedge","","Carex paupercula","Carex"
"N","G","Carex meadii","Mead's sedge","","Carex meadii","Carex"
"N","G","Carex media","intermediate sedge","","Carex media s.s., Carex norvegica","Carex"
"N","G","Carex merritt-fernaldii","Fernald's sedge","","Carex brevior s.l.","Carex"
"N","G","Carex michauxiana","Michaux's sedge","","Carex michauxiana","Carex"
"N","G","Carex molesta","troublesome sedge","","Carex brevior s.l.","Carex"
"N","G","Carex muehlenbergii var. muehlenbergii","Muhlenberg's sedge","","Carex muhlenbergii var. muhlenbergii","Carex"
"N","G","Carex muskingumensis","Muskingum sedge","","Carex muskingumensis","Carex"
"N","G","Carex normalis","right-angle sedge","","Carex normalis","Carex"
"N","G","Carex novae-angliae","New England sedge","","Carex novae-angliae","Carex"
"N","G","Carex obtusata","blunt sedge","","Carex obtusata","Carex"
"N","G","Carex oligocarpa","few-fruited sedge","","Carex oligocarpa","Carex"
"N","G","Carex oligosperma","bog wiregrass sedge","","Carex oligosperma","Carex"
"N","G","Carex ormostachya","necklace sedge","","Carex gracilescens","Carex"
"N","G","Carex pallescens","pale sedge","","Carex pallescens","Carex"
"N","G","Carex pauciflora","few-flowered sedge","","Carex pauciflora","Carex"
"N","G","Carex peckii","Peck's sedge","","Carex peckii","Carex"
"N","G","Carex pedunculata","long-stalked sedge","","Carex pedunculata","Carex"
"N","G","Carex pellita","woolly sedge","","Carex pellita","Carex"
"N","G","Carex pensylvanica","Pennsylvania sedge","","Carex pensylvanica, Carex pensylvanica var. pensylvanica","Carex"
"N","G","Carex plantaginea","plantain-leaved sedge","","Carex plantaginea","Carex"
"N","G","Carex praegracilis","very slender sedge","","Carex praegracilis","Carex"
"N","G","Carex prairea","prairie sedge","","Carex prairea","Carex"
"N","G","Carex praticola","prairie-dweller sedge","","Carex praticola","Carex"
"N","G","Carex projecta","projecting sedge","","Carex projecta","Carex"
"N","G","Carex pseudocyperus","cyperus sedge","","Carex pseudocyperus","Carex"
"N","G","Carex radiata","eastern star sedge","","Carex radiata","Carex"
"N","G","Carex retrorsa","retrorse sedge","","Carex retrorsa","Carex"
"N","G","Carex richardsonii","Richardson's sedge","","Carex richardsonii","Carex"
"N","G","Carex rosea","starry sedge","","Carex rosea","Carex"
"N","G","Carex rossii","Ross' sedge","","Carex rossii","Carex"
"N","G","Carex rostrata","beaked sedge","","Carex rostrata s.s.","Carex"
"N","G","Carex sartwellii","Sartwell's sedge","","Carex sartwellii","Carex"
"N","G","Carex saximontana","Rocky Mountain sedge","","Carex backii s.l.","Carex"
"N","G","Carex scirpoidea subsp. scirpoidea","northern single-spike sedge","","Carex scirpoidea","Carex"
"N","G","Carex scoparia","pointed broom sedge","","Carex scoparia","Carex"
"N","G","Carex siccata","dry spike sedge","","Carex siccata","Carex"
"N","G","Carex sparganioides","bur-reed sedge","","Carex sparganioides s.l., Carex sparganioides var. sparganioides","Carex"
"N","G","Carex sprengelii","Sprengel's sedge","","Carex sprengelii","Carex"
"N","G","Carex sterilis","sterile sedge","","Carex sterilis","Carex"
"N","G","Carex stipata var. stipata","awl-fruited sedge","","Carex stipata","Carex"
"N","G","Carex stricta","tussock sedge","","Carex stricta","Carex"
"N","G","Carex suberecta","prairie straw sedge","","Carex suberecta","Carex"
"N","G","Carex supina subsp. spaniocarpa","weak arctic sedge","","Carex supina","Carex"
"N","G","Carex sychnocephala","many-headed sedge","","Carex sychnocephala","Carex"
"N","G","Carex tenera","quill sedge","","Carex tenera s.l., Carex tenera var. tenera","Carex"
"N","G","Carex tenuiflora","sparse-flowered sedge","","Carex tenuiflora","Carex"
"N","G","Carex tetanica","rigid sedge","","Carex tetanica","Carex"
"N","G","Carex tonsa","shaved sedge","","Carex umbellata s.l.","Carex"
"N","G","Carex tonsa var. rugosperma","shaved sedge","","Carex umbellata s.l.","Carex"
"N","G","Carex tonsa var. tonsa","shaved sedge","","Carex umbellata s.l.","Carex"
"N","G","Carex torreyi","Torrey's sedge","","Carex torreyi","Carex"
"N","G","Carex tribuloides var. tribuloides","blunt broom sedge","","Carex tribuloides","Carex"
"N","G","Carex trichocarpa","hairy-fruited sedge","","Carex trichocarpa","Carex"
"N","G","Carex trisperma","three-seeded bog sedge","","Carex trisperma","Carex"
"N","G","Carex tuckermanii","Tuckerman's sedge","","Carex tuckermanii","Carex"
"N","G","Carex typhina","cattail sedge","","Carex typhina","Carex"
"N","G","Carex umbellata","umbel sedge","","Carex umbellata s.l.","Carex"
"N","G","Carex utriculata","beaked sedge","","Carex utriculata","Carex"
"N","G","Carex vaginata","sheathed sedge","","Carex vaginata","Carex"
"N","G","Carex vesicaria","inflated sedge","","Carex vesicaria","Carex"
"N","G","Carex viridula subsp. viridula","green sedge","","Carex viridula","Carex"
"N","G","Carex vulpinoidea","fox sedge","","Carex vulpinoidea, Carex vulpinoidea var. vulpinoidea","Carex"
"N","G","Carex woodii","Wood's sedge","","Carex woodii","Carex"
"N","G","Carex xerantica","dry sedge","","Carex xerantica","Carex"
"N","G","Carex xknieskernii","Kniekern's sedge","","","Carex"
"N","D","Carpinus caroliniana subsp. virginiana","blue beech","","Carpinus caroliniana var. virginiana","Carpinus"
"I","H","Carum carvi","caraway","","Carum carvi","Carum"
"N","D","Carya cordiformis","bitternut hickory","","Carya cordiformis","Carya"
"N","D","Carya ovata var. ovata","shagbark hickory","","Carya ovata","Carya"
"N","H","Castilleja coccinea","Indian paintbrush","","Castilleja coccinea","Castilleja"
"N","H","Castilleja septentrionalis","northern paintbrush","","Castilleja septentrionalis","Castilleja"
"N","H","Castilleja sessiliflora","downy paintbrush","","Castilleja sessiliflora","Castilleja"
"I","D","Catalpa speciosa","cigar tree","","Catalpa speciosa","Catalpa"
"N","H","Caulophyllum thalictroides","blue cohosh","","Caulophyllum thalictroides","Caulophyllum"
"N","D","Ceanothus americanus","New Jersey tea","","Ceanothus americanus, Ceanothus americanus var. pitcheri","Ceanothus"
"N","D","Ceanothus herbaceus","oval-leaved New Jersey tea","","Ceanothus herbaceus","Ceanothus"
"I","C","Celastrus orbiculatus","Oriental bittersweet","","Celastrus orbiculatus","Celastrus"
"N","C","Celastrus scandens","American bittersweet","","Celastrus scandens","Celastrus"
"N","D","Celtis occidentalis","hackberry","","Celtis occidentalis","Celtis"
"N","G","Cenchrus longispinus","sandbur","","Cenchrus longispinus","Cenchrus"
"N","G","Cenchrus spinifex","coastal sandbur","","","Cenchrus"
